"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"1",2022-03-08 00:00:00,1,303,100,50.3348802596858,5.03677035984693
"2",2022-03-08 00:00:05,1,303,100,50.5487054676254,4.77599723791922
"3",2022-03-08 00:00:10,1,303,100,50.9875726547799,5.322004864395
"4",2022-03-08 00:00:15,1,303,100,50.726324336783,5.55424415436893
"5",2022-03-08 00:00:20,1,303,100,51.9615853246846,5.33222674770523
"6",2022-03-08 00:00:25,1,303,100,52.3639009865863,5.32421271960613
"7",2022-03-08 00:00:30,1,303,100,51.2480065622306,5.64743686876675
"8",2022-03-08 00:00:35,1,303,100,51.9221423061538,4.84015486425279
"9",2022-03-08 00:00:40,1,303,100,49.8115522827221,5.835189857193
"10",2022-03-08 00:00:45,1,303,100,52.2084350426057,5.76769541823029
"11",2022-03-08 00:00:50,1,303,100,50.2019711770243,5.62268614229282
"12",2022-03-08 00:00:55,1,303,100,51.0074870302928,5.52397373320926
"13",2022-03-08 00:01:00,1,303,100,51.4597743812557,5.88001753219033
"14",2022-03-08 00:01:05,1,303,100,50.9934749161539,5.13252929977999
"15",2022-03-08 00:01:10,1,303,100,50.9809672487127,5.46259088312128
"16",2022-03-08 00:01:15,1,303,100,50.60700516365,5.57958216964678
"17",2022-03-08 00:01:20,1,303,100,50.4879643518094,5.04514125488241
"18",2022-03-08 00:01:25,1,303,100,50.5307050576115,5.42440948581397
"19",2022-03-08 00:01:30,1,303,100,51.8700427650164,5.12734076354258
"20",2022-03-08 00:01:35,1,303,100,50.4718833602226,5.53999888548801
"21",2022-03-08 00:01:40,1,303,100,51.5320649769023,4.82277502453415
"22",2022-03-08 00:01:45,1,303,100,49.9261352775562,5.74115921019142
"23",2022-03-08 00:01:50,1,303,100,49.7787534707443,4.993883286592
"24",2022-03-08 00:01:55,1,303,100,51.1031315590344,5.64705424979099
"25",2022-03-08 00:02:00,1,303,100,50.7679487568858,5.02368793211952
"26",2022-03-08 00:02:05,1,303,100,50.8574310707386,6.39558704971708
"27",2022-03-08 00:02:10,1,303,100,52.2723233147066,5.87539051544539
"28",2022-03-08 00:02:15,1,303,100,51.1634062785016,5.89749764872021
"29",2022-03-08 00:02:20,1,303,100,50.7274991819829,5.49022517079536
"30",2022-03-08 00:02:25,1,303,100,50.7713343742403,5.34916648220673
"31",2022-03-08 00:02:30,1,303,100,50.9511822360268,5.58385925295722
"32",2022-03-08 00:02:35,1,303,100,51.4019162675061,5.84766636544783
"33",2022-03-08 00:02:40,1,303,100,52.2313858923848,5.8677402397691
"34",2022-03-08 00:02:45,1,303,100,51.913414543329,5.41749751141
"35",2022-03-08 00:02:50,1,303,100,51.0213983962789,5.46172715860313
"36",2022-03-08 00:02:55,1,303,100,51.2844721752704,5.76835203425886
"37",2022-03-08 00:03:00,1,303,100,51.9461778609138,5.49242026435416
"38",2022-03-08 00:03:05,1,303,100,51.4130810115351,5.7874042355703
"39",2022-03-08 00:03:10,1,303,100,51.5536635711256,6.42870974540643
"40",2022-03-08 00:03:15,1,303,100,50.4493325373078,5.16881963738316
"41",2022-03-08 00:03:20,1,303,100,51.3223577389478,5.94710801320292
"42",2022-03-08 00:03:25,1,303,100,50.5480383219518,5.71435315277061
"43",2022-03-08 00:03:30,1,303,100,50.363528401696,6.32509350442799
"44",2022-03-08 00:03:35,1,303,100,50.9478242353139,5.37146126340913
"45",2022-03-08 00:03:40,1,303,100,50.7289857809372,6.11708706284663
"46",2022-03-08 00:03:45,1,303,100,49.8022682351081,6.21670922590374
"47",2022-03-08 00:03:50,1,303,100,51.4420463751097,5.59487499848699
"48",2022-03-08 00:03:55,1,303,100,51.5898866048158,5.90381116827694
"49",2022-03-08 00:04:00,1,303,100,50.8241356006971,5.83079825739142
"50",2022-03-08 00:04:05,1,303,100,52.1384225794806,5.47570969413074
"51",2022-03-08 00:04:10,1,303,100,51.0412211532689,5.45262200991839
"52",2022-03-08 00:04:15,1,303,100,50.5830404502215,5.79458774653427
"53",2022-03-08 00:04:20,1,303,100,52.2179924998219,4.66491872677057
"54",2022-03-08 00:04:25,1,303,100,52.2983766776444,5.5231358028757
"55",2022-03-08 00:04:30,1,303,100,50.1157945713519,5.79322311830671
"56",2022-03-08 00:04:35,1,303,100,50.89881749515,5.40797107032918
"57",2022-03-08 00:04:40,1,303,100,51.2780457565437,5.57748063214741
"58",2022-03-08 00:04:45,1,303,100,50.4136441770685,5.28978814014472
"59",2022-03-08 00:04:50,1,303,100,51.3912575934886,5.36039205328133
"60",2022-03-08 00:04:55,1,303,100,51.2106937230125,5.0965986472994
"61",2022-03-08 00:05:00,1,303,100,50.8244158551312,4.98493445841171
"62",2022-03-08 00:05:05,1,303,100,50.5824140874506,5.35983879816602
"63",2022-03-08 00:05:10,1,303,100,51.4012745668188,5.33234217484017
"64",2022-03-08 00:05:15,1,303,100,50.0435358930324,5.42455052117894
"65",2022-03-08 00:05:20,1,303,100,51.5666277458203,6.11162246415958
"66",2022-03-08 00:05:25,1,303,100,50.7895540470882,5.39509727140937
"67",2022-03-08 00:05:30,1,303,100,51.2913796632283,5.09006973705825
"68",2022-03-08 00:05:35,1,303,100,50.7632104738379,5.68217105077906
"69",2022-03-08 00:05:40,1,303,100,50.6441732240953,5.5182141320334
"70",2022-03-08 00:05:45,1,303,100,51.0946439507131,5.18910907899827
"71",2022-03-08 00:05:50,1,303,100,50.8539445959566,5.20163941939683
"72",2022-03-08 00:05:55,1,303,100,51.0217098232894,4.83849422942471
"73",2022-03-08 00:06:00,1,303,100,51.0129550354825,5.4766904022285
"74",2022-03-08 00:06:05,1,303,100,50.5001207476906,5.242869988128
"75",2022-03-08 00:06:10,1,303,100,49.5774826400835,5.53059694061351
"76",2022-03-08 00:06:15,1,303,100,50.8665630218769,5.49635879143152
"77",2022-03-08 00:06:20,1,303,100,50.1410531296794,5.88702417906197
"78",2022-03-08 00:06:25,1,303,100,51.0836927508469,5.3351054339428
"79",2022-03-08 00:06:30,1,303,100,50.2477850951878,5.96696967429436
"80",2022-03-08 00:06:35,1,303,100,50.3076341630067,5.26901478724607
"81",2022-03-08 00:06:40,1,303,100,51.8036590360112,5.9963798614085
"82",2022-03-08 00:06:45,1,303,100,51.019198899591,5.41956007438692
"83",2022-03-08 00:06:50,1,303,100,52.0180866516693,5.47722286973172
"84",2022-03-08 00:06:55,1,303,100,51.2988050123307,5.08167729546529
"85",2022-03-08 00:07:00,1,303,100,50.9038208261461,5.42044482911846
"86",2022-03-08 00:07:05,1,303,100,50.7849799182433,5.4689261472583
"87",2022-03-08 00:07:10,1,303,100,51.3559730166537,5.77865399281914
"88",2022-03-08 00:07:15,1,303,100,51.697950218022,5.66403950931831
"89",2022-03-08 00:07:20,1,303,100,50.0839299358909,5.60172801788222
"90",2022-03-08 00:07:25,1,303,100,50.3379385684815,5.73153104300549
"91",2022-03-08 00:07:30,1,303,100,52.5082176456736,5.76518998884975
"92",2022-03-08 00:07:35,1,303,100,51.0803923820935,5.57679008486352
"93",2022-03-08 00:07:40,1,303,100,52.1310429790633,5.25078396793021
"94",2022-03-08 00:07:45,1,303,100,51.3859471693072,6.0541550146925
"95",2022-03-08 00:07:50,1,303,100,51.141936053239,6.32134685422551
"96",2022-03-08 00:07:55,1,303,100,52.264202699062,5.75725140637151
"97",2022-03-08 00:08:00,1,303,100,50.6096921152826,5.65936681387655
"98",2022-03-08 00:08:05,1,303,100,50.6046203744438,4.90690017420591
"99",2022-03-08 00:08:10,1,303,100,50.2969768820885,5.70771724834596
"100",2022-03-08 00:08:15,1,303,100,50.863343824925,5.0566300680487
"101",2022-03-08 00:08:20,1,303,100,50.7781881428644,5.32251729214487
"102",2022-03-08 00:08:25,1,303,100,49.9953504112913,5.13634696520469
"103",2022-03-08 00:08:30,1,303,100,50.4230798469286,5.13283717594415
"104",2022-03-08 00:08:35,1,303,100,52.6166326371831,5.8460102060249
"105",2022-03-08 00:08:40,1,303,100,51.2987611638505,5.43104905588745
"106",2022-03-08 00:08:45,1,303,100,50.6064927403473,5.71679492312239
"107",2022-03-08 00:08:50,1,303,100,51.1597271033729,5.32412012991417
"108",2022-03-08 00:08:55,1,303,100,50.7350146508174,5.23110205171514
"109",2022-03-08 00:09:00,1,303,100,50.9520613287283,5.55920468774402
"110",2022-03-08 00:09:05,1,303,100,51.1867391521363,5.28676684247615
"111",2022-03-08 00:09:10,1,303,100,51.3669694606955,5.25387231956419
"112",2022-03-08 00:09:15,1,303,100,50.5260985673464,5.92458465840392
"113",2022-03-08 00:09:20,1,303,100,50.7129006930609,5.48957805172566
"114",2022-03-08 00:09:25,1,303,100,51.0323784587437,5.59356250260819
"115",2022-03-08 00:09:30,1,303,100,51.6949379980218,5.53513038909207
"116",2022-03-08 00:09:35,1,303,100,50.280787609328,5.7116427077076
"117",2022-03-08 00:09:40,1,303,100,50.5831910027041,5.32780439160203
"118",2022-03-08 00:09:45,1,303,100,50.611692616806,5.22986103702345
"119",2022-03-08 00:09:50,1,303,100,50.3966344602281,6.01960403762377
"120",2022-03-08 00:09:55,1,303,100,51.771839365109,5.01060991841359
"121",2022-03-08 00:10:00,1,303,100,51.7975337820518,5.55423355817815
"122",2022-03-08 00:10:05,1,303,100,51.963155288317,5.4991756562371
"123",2022-03-08 00:10:10,1,303,100,50.7540390459427,5.35500420203217
"124",2022-03-08 00:10:15,1,303,100,50.7222705352711,5.91959579997256
"125",2022-03-08 00:10:20,1,303,100,50.5262602166585,5.7855488977542
"126",2022-03-08 00:10:25,1,303,100,51.6092104118015,5.82201558430093
"127",2022-03-08 00:10:30,1,303,100,51.4697867458949,4.71072198484642
"128",2022-03-08 00:10:35,1,303,100,50.796264592669,5.6684477379095
"129",2022-03-08 00:10:40,1,303,100,51.5901699753257,5.3512909372743
"130",2022-03-08 00:10:45,1,303,100,50.8747803805098,4.83757879611813
"131",2022-03-08 00:10:50,1,303,100,50.8961511742864,5.13496095672022
"132",2022-03-08 00:10:55,1,303,100,50.4221669099121,5.26978904583783
"133",2022-03-08 00:11:00,1,303,100,51.3340104065622,6.01022914951606
"134",2022-03-08 00:11:05,1,303,100,50.1859221206382,5.82754299647267
